step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
490,90626,490,0.5427944258620482,0.0,0.8032786885245902
491,90899,491,0.36004909350929676,0.0,0.8713450292397661
492,90964,492,1.0687795849023496,0.0,0.6111111111111112
493,91541,493,1.3219396203000626,0.0,0.6698113207547169
494,91798,494,1.7222185256330877,0.0,0.5601851851851852
495,91903,495,0.5175264398402983,0.0,0.7272727272727273
496,92720,496,0.7908043465167268,0.0,0.711864406779661
497,92881,497,1.1432732265973244,0.0,0.6083333333333333
498,92978,498,0.9230344884934418,0.0,0.7317073170731707
499,93203,499,1.2547573168936113,0.0,0.6167664670658682
500,93284,500,0.9417913670742121,0.0,0.5
501,93429,501,0.869413153172318,0.0,0.7211538461538461
502,93726,502,1.3600080379767363,0.0,0.6351931330472103
503,93783,503,0.6958205955731682,0.0,0.5925925925925926
504,93864,504,1.465720933726232,0.0,0.6153846153846154
505,94017,505,1.1095833347198174,0.0,0.6339285714285714
506,94242,506,1.1118769274026856,0.0,0.6834170854271356
507,94323,507,0.26829988946508454,0.0,0.9384615384615385
508,94492,508,1.4790769643207902,0.0,0.6044776119402985
509,94629,509,1.0802378485216158,0.0,0.6022727272727273
510,94766,510,0.5585575663434708,0.0,0.7407407407407407
511,94943,511,0.7543566064730863,0.0,0.7288135593220338
512,95032,512,0.6430592945380141,0.0,0.6739130434782609
513,95369,513,1.6569005869208702,0.0,0.6114649681528662
514,95570,514,1.1530295210291563,0.0,0.686046511627907
515,95835,515,1.483270533045416,0.0,0.6061946902654868
516,96292,516,1.620884322718719,0.0,0.6125290023201856
517,96453,517,0.8230004033524765,0.0,0.7238805970149254
518,96502,518,0.22253493028321675,0.0,0.8709677419354839
519,96647,519,0.6299988122802298,0.0,0.7378640776699029
520,96752,520,0.4685425646382779,0.0,0.8227848101265823
521,96913,521,0.33685419824316876,0.0,0.8773584905660378
522,97090,522,1.2869672614549506,0.0,0.6482758620689655
523,97419,523,1.2830080385311557,0.0,0.6431095406360424
524,97540,524,0.6309905292924896,0.0,0.7857142857142857
525,97629,525,0.6398961109093481,0.0,0.6111111111111112
526,97902,526,0.9834331475873029,0.0,0.7186147186147186
527,98207,527,0.8509521184584351,0.0,0.7386363636363636
528,98288,528,1.495713881577223,0.0,0.6071428571428571
529,98569,529,0.8796988463079485,0.0,0.6852791878172588
530,98754,530,0.3225022774862233,0.0,0.8365384615384616
531,98883,531,0.46558194787071105,0.0,0.7978723404255319
532,99084,532,0.6426056017683112,0.0,0.6916666666666667
533,99245,533,0.6588010503507363,0.0,0.7786885245901639
534,99382,534,0.3857205086469147,0.0,0.8461538461538461
535,99543,535,0.32408292180336334,0.0,0.9245283018867925
536,99624,536,0.9116273293143741,0.0,0.7083333333333334
537,99721,537,1.164256799330261,0.0,0.6428571428571429
538,99786,538,0.3467990412281142,0.0,0.6875
539,99931,539,1.06556447209782,0.0,0.5543478260869565
540,100028,540,0.8243952963477069,0.0,0.6984126984126984
541,100205,541,2.0507213753110074,0.0,0.5220125786163522
542,100382,542,1.3243682023276433,0.0,0.620253164556962
543,100463,543,0.6153076686949831,0.0,0.7647058823529411
544,100592,544,0.9093429365483511,0.0,0.7204301075268817
545,100681,545,0.5102146732288037,0.0,0.8421052631578947
546,100754,546,0.42420351817785956,0.0,0.75
547,100851,547,1.0051474492620156,0.0,0.6086956521739131
548,101028,548,0.23004698648923685,0.0,0.9363636363636364
549,101181,549,1.2275019048100777,0.0,0.6363636363636364
550,101254,550,0.466601043767328,0.0,0.7666666666666667
551,101415,551,0.14892889825153566,0.0,0.9433962264150944
552,101672,552,0.9458914684427476,0.0,0.6984126984126984
553,101785,553,0.4792586552164149,0.0,0.8032786885245902
554,101842,554,0.5032957445360428,0.0,0.8529411764705882
555,101995,555,3.013554059587228,0.0,0.33043478260869563
556,102308,556,0.7645083979287731,0.0,0.7089201877934272
557,102421,557,1.1871141982706337,0.0,0.7108433734939759
558,102806,558,0.4045530014700577,0.0,0.9090909090909091
559,102959,559,1.112439485347722,0.0,0.6347826086956522
560,103112,560,0.11219536188183216,0.0,0.9811320754716981
561,103217,561,0.9424060477763432,0.0,0.7088607594936709
562,103370,562,0.3908919300165256,0.0,0.8271604938271605
563,103499,563,0.6871936977162455,0.0,0.6705882352941176
564,103668,564,1.409658812825392,0.0,0.6258503401360545
565,103757,565,0.745458648206993,0.0,0.7647058823529411
566,103822,566,0.38283998795636764,0.0,0.8125
567,103911,567,0.9521141019090968,0.0,0.6666666666666666
568,103992,568,0.4980307967928639,0.0,0.8035714285714286
569,104161,569,0.39466221980762717,0.0,0.8879310344827587
570,104258,570,1.205906091581928,0.0,0.5576923076923077
571,104443,571,2.039820002130942,0.0,0.4935064935064935
572,104572,572,1.3842162996205625,0.0,0.6699029126213593
573,104677,573,0.44007593902202086,0.0,0.7678571428571429
574,104814,574,1.280563745184784,0.0,0.5301204819277109
575,105071,575,1.6353920128904438,0.0,0.6043478260869565
576,105232,576,0.3527659511570903,0.0,0.8333333333333334
577,105393,577,1.1967677680535063,0.0,0.6906474820143885
578,105490,578,0.41540213949098864,0.0,0.7924528301886793
579,105547,579,0.45027479406498444,0.0,0.8048780487804879
580,105628,580,0.7119286751156224,0.0,0.7037037037037037
581,105773,581,0.687039406960294,0.0,0.7032967032967034
582,106006,582,1.849730832655088,0.0,0.5317073170731708
583,106375,583,0.8129135310928426,0.0,0.6232558139534884
584,106568,584,1.1185007783522376,0.0,0.6071428571428571
585,106649,585,0.6039895343751613,0.0,0.7916666666666666
586,106834,586,0.7848312075954635,0.0,0.75
587,106971,587,1.3995508136414752,0.0,0.6116504854368932
588,107076,588,0.38401505849868994,0.0,0.803030303030303
589,107157,589,0.5680239174299245,0.0,0.796875
590,107590,590,1.1307184480816654,0.0,0.7078947368421052
591,107695,591,0.2614610789388826,0.0,0.8392857142857143
592,108128,592,0.9651564969840314,0.0,0.6955223880597015
593,108225,593,0.1210614242355615,0.0,0.9696969696969697
594,108426,594,0.8746148286550468,0.0,0.7311827956989247
595,108579,595,0.046384441874364184,0.0,0.9905660377358491
596,108644,596,0.44173600325439477,0.0,0.8095238095238095
597,108725,597,0.398753106174795,0.0,0.8518518518518519
598,108846,598,0.7788053768152254,0.0,0.7346938775510204
599,108983,599,0.4705108295984405,0.0,0.7790697674418605
600,109072,600,1.0778114376687762,0.0,0.547945205479452
601,109113,601,0.9764603350822872,0.0,0.5833333333333334
602,109242,602,1.0099483114226375,0.0,0.7281553398058253
603,109611,603,0.6526159485538024,0.0,0.7023255813953488
604,109788,604,1.055263752509633,0.0,0.6612903225806451
605,109885,605,0.44408233769124134,0.0,0.873015873015873
606,110054,606,0.4043422829128732,0.0,0.8363636363636363
607,110167,607,0.8909682985968934,0.0,0.7469879518072289
608,110424,608,1.4923118757234843,0.0,0.5694444444444444
609,110529,609,0.3082852407085371,0.0,0.8354430379746836
610,110642,610,0.5565070082844369,0.0,0.8235294117647058
611,110699,611,0.552375921131674,0.0,0.6774193548387096
612,110932,612,0.7056321515474798,0.0,0.74
613,111109,613,0.9255905987290938,0.0,0.676923076923077
614,111262,614,0.3459181034026579,0.0,0.8404255319148937
615,111367,615,0.7489912536893811,0.0,0.7682926829268293
616,111704,616,0.9145151996336459,0.0,0.7022058823529411
617,111817,617,0.584257635333935,0.0,0.7926829268292683
618,112090,618,0.3176108835258438,0.0,0.8263888888888888
619,112435,619,0.19220180909244144,0.0,0.92
620,112548,620,0.9950183894624548,0.0,0.7127659574468085
621,112637,621,0.35135314690588404,0.0,0.8676470588235294
622,113054,622,1.508474367040606,0.0,0.6276595744680851
623,113167,623,0.390078163115629,0.0,0.8809523809523809
624,113232,624,0.6368964719124153,0.0,0.6129032258064516
625,113401,625,1.184362613097869,0.0,0.673469387755102
626,113466,626,0.6579274639190049,0.0,0.76
627,113523,627,0.8165019956522078,0.0,0.6333333333333333
628,113716,628,1.4103951304231948,0.0,0.6
629,113813,629,0.29018465288718853,0.0,0.8620689655172413
630,114230,630,1.0788408118307131,0.0,0.7073170731707317
631,114463,631,1.9216209417017334,0.0,0.5619047619047619
632,114688,632,1.0548414323100033,0.0,0.688622754491018
633,114809,633,1.0511879638884012,0.0,0.6631578947368421
634,114986,634,0.13304903169678134,0.0,0.9636363636363636
635,115115,635,0.6121410722492185,0.0,0.7294117647058823
636,115220,636,0.9522941473384899,0.0,0.6097560975609756
637,115293,637,0.43834023902082764,0.0,0.7804878048780488
638,115358,638,1.0794373543677103,0.0,0.5526315789473685
639,115431,639,0.23963004099071086,0.0,0.8809523809523809
640,115664,640,1.5535338133380752,0.0,0.6292682926829268
641,115785,641,0.32959238129294455,0.0,0.8735632183908046
642,115842,642,0.579880748638061,0.0,0.75
643,116011,643,0.972709847840167,0.0,0.7164179104477612
644,116180,644,1.2692425546596586,0.0,0.6791044776119403
645,116493,645,0.19614026609798618,0.0,0.9680851063829787
646,116646,646,1.2485996298210909,0.0,0.6564885496183206
647,116951,647,1.84615903304603,0.0,0.5890909090909091
648,117048,648,0.6755338990230912,0.0,0.8026315789473685
649,117193,649,0.6693511580045011,0.0,0.7692307692307693
650,117290,650,1.3882635260429155,0.0,0.5774647887323944
651,117411,651,0.4381529677265086,0.0,0.8214285714285714
652,117572,652,0.8777864821229685,0.0,0.7
653,117797,653,0.4693068983999781,0.0,0.8716577540106952
654,117886,654,0.7056392410935687,0.0,0.5142857142857142
655,119231,655,1.8264471547265504,0.0,0.5603975535168195
656,119384,656,0.8519570868814815,0.0,0.7130434782608696
657,119449,657,0.6785892019097992,0.0,0.8055555555555556
658,119842,658,0.5634185574364499,0.0,0.7706766917293233
659,120027,659,0.42304255558926196,0.0,0.8333333333333334
660,120300,660,1.0556798806312653,0.0,0.6728971962616822
661,120525,661,1.37767627574066,0.0,0.6307692307692307
662,120910,662,0.042767195680657406,0.0,0.9889705882352942
663,121119,663,1.031913646517469,0.0,0.8011049723756906
664,121296,664,1.043161856025553,0.0,0.689873417721519
665,121401,665,0.037853631144724634,1.0,1.0
666,121482,666,1.0184806912267172,0.0,0.6785714285714286
667,121643,667,0.09479413754657737,0.0,0.9811320754716981
668,121772,668,0.6296567406411728,0.0,0.7613636363636364
669,121845,669,0.2890990789696298,0.0,0.8
670,121942,670,0.7468228946249984,0.0,0.7101449275362319
671,122143,671,1.074516025056667,0.0,0.6949152542372882
672,122232,672,0.9139473910721062,0.0,0.6610169491525424
673,122425,673,0.472289561252077,0.0,0.8032786885245902
674,122506,674,0.6889467669345533,0.0,0.6111111111111112
675,122603,675,0.02258973259742561,1.0,1.0
676,122820,676,0.9399396171439215,0.0,0.695364238410596
677,122917,677,0.8879285668220895,0.0,0.6346153846153846
678,123022,678,0.6310481251586729,0.0,0.7710843373493976
679,123095,679,0.5596386044205872,0.0,0.8163265306122449
680,123560,680,1.4558875137451086,0.0,0.6246913580246913
681,123649,681,0.3537366254356179,0.0,0.8055555555555556
682,123786,682,0.7804803833670152,0.0,0.723404255319149
683,124043,683,1.4329351683994154,0.0,0.6652173913043479
684,124140,684,0.24176846766467613,0.0,0.9056603773584906
685,124293,685,0.03198563164337543,1.0,1.0
686,124446,686,0.2371330207856741,0.0,0.8395061728395061
687,124511,687,0.3611358768118221,0.0,0.75
688,124656,688,0.41996531879584165,0.0,0.8131868131868132
689,124713,689,0.27514350917403396,0.0,0.8461538461538461
690,124890,690,1.6347871451415932,0.0,0.6037735849056604
691,124947,691,0.38606869022898466,0.0,0.868421052631579
692,125172,692,0.6706261105041098,0.0,0.7696629213483146
693,125365,693,0.8916658133466859,0.0,0.7484662576687117
694,125462,694,0.44372533785537216,0.0,0.8103448275862069
695,125527,695,0.17754817301319578,0.0,0.9375
696,125912,696,0.23407137969660602,0.0,0.9498432601880877
697,126049,697,1.0356966125949174,0.0,0.5955056179775281
698,126170,698,0.6223853482301579,0.0,0.7887323943661971
699,126563,699,1.3330534201239275,0.0,0.5922330097087378
700,126668,700,1.0308357303011288,0.0,0.6231884057971014
701,126941,701,0.795270886330614,0.0,0.7748917748917749
702,127222,702,0.7233764885247311,0.0,0.7055837563451777
703,127391,703,0.6066873741135689,0.0,0.788135593220339
704,127712,704,0.24872603856804898,0.0,0.9453924914675768
705,128073,705,0.14399991113695082,0.0,0.9095477386934674
706,128426,706,0.03640617247879489,0.0,0.9928825622775801
707,129003,707,1.1141199005621656,0.0,0.7132075471698113
708,129108,708,0.31341612028186333,0.0,0.8529411764705882
709,129229,709,0.2318272569275279,0.0,0.9117647058823529
710,129326,710,0.018805855745798114,1.0,1.0
711,130143,711,0.6854783083737754,0.0,0.743879472693032
712,130192,712,0.07482005928299827,0.0,0.967741935483871
713,130289,713,0.419317064885483,0.0,0.85
714,130370,714,0.6375836568451237,0.0,0.7111111111111111
715,130651,715,1.1676748229675724,0.0,0.6406926406926406
716,130804,716,0.17777702922531463,0.0,0.9134615384615384
717,130885,717,0.29266774363159237,0.0,0.8571428571428571
718,131006,718,0.5504369712163218,0.0,0.7764705882352941
719,131127,719,0.9702023637731739,0.0,0.723404255319149
720,131432,720,0.14444619356025912,0.0,0.974910394265233
721,131521,721,0.33938593418614765,0.0,0.875
722,131658,722,0.22464682067252445,0.0,0.8875
723,131739,723,0.08150207958082906,1.0,1.0
724,131796,724,0.17223099454409277,0.0,0.926829268292683
725,131885,725,0.29240975001016595,0.0,0.8771929824561403
726,132078,726,1.4344198223058653,0.0,0.5974842767295597
727,132167,727,0.39662352547823254,0.0,0.782608695652174
728,132480,728,0.5977303131567525,0.0,0.7746478873239436
729,132577,729,0.26796796747170665,0.0,0.8888888888888888
730,132706,730,0.32085812548750237,0.0,0.8297872340425532
731,132883,731,1.034286581985868,0.0,0.6896551724137931
732,132948,732,0.4073470854913886,0.0,0.9024390243902439
733,133125,733,1.0150683907705493,0.0,0.6528925619834711
734,133246,734,0.3976500293879158,0.0,0.8333333333333334
735,133319,735,0.23442540706666676,0.0,0.78125
736,133568,736,0.42122908609142634,0.0,0.8258064516129032
737,133689,737,0.8593608104476508,0.0,0.7425742574257426
738,133794,738,0.6049279699687237,0.0,0.7974683544303798
739,133859,739,0.02878424293560144,1.0,1.0
740,134156,740,1.0478839371507152,0.0,0.7076923076923077
741,134317,741,0.8273754287725332,0.0,0.7555555555555555
742,134430,742,0.3066202066471136,0.0,0.8852459016393442
743,134687,743,1.5979373393062088,0.0,0.6271186440677966
744,134792,744,1.4255776769210873,0.0,0.6172839506172839
745,135025,745,0.8244475164670882,0.0,0.7215909090909091
746,135090,746,0.6324719851310987,0.0,0.7027027027027027
747,135219,747,0.5060614009264923,0.0,0.7411764705882353
748,135524,748,0.12663079155633714,0.0,0.9710144927536232
749,135597,749,0.28216980654229684,0.0,0.8936170212765957
750,135758,750,0.028039130222744874,1.0,1.0
751,135911,751,0.8772379356387475,0.0,0.6875
752,136152,752,0.36871850349535445,0.0,0.8708133971291866
753,136265,753,1.0390311733747195,0.0,0.7070707070707071
754,136434,754,0.25729711167381364,0.0,0.9051724137931034
755,136579,755,0.6970150421406293,0.0,0.7282608695652174
756,137468,756,1.5981558536326932,0.0,0.6192170818505338
757,137925,757,1.41087372602516,0.0,0.6473317865429234
758,138150,758,0.6110864397102473,0.0,0.7446808510638298
759,138471,759,0.24754560401187975,0.0,0.9154929577464789
760,138800,760,1.0276512561084445,0.0,0.6713780918727915
761,138873,761,0.863575163973427,0.0,0.5365853658536586
762,139186,762,0.5076661713916758,0.0,0.8051948051948052
763,139283,763,0.46572729623456427,0.0,0.8356164383561644
764,139556,764,1.2976145151560896,0.0,0.6164383561643836
765,139733,765,0.6994880031931349,0.0,0.75
766,139822,766,0.6580527254254007,0.0,0.7407407407407407
767,139927,767,0.6108460085202005,0.0,0.7222222222222222
768,140024,768,0.8559877430688531,0.0,0.7
769,140089,769,0.8301687047172073,0.0,0.59375
770,140146,770,0.4700325618357081,0.0,0.8064516129032258
771,140403,771,0.795296430236151,0.0,0.7671957671957672
772,140556,772,2.831732016789632,0.0,0.34782608695652173
773,140717,773,0.6535896271985868,0.0,0.7704918032786885
774,140870,774,0.9493096658306326,0.0,0.6909090909090909
775,141031,775,0.14172280682935,0.0,0.9811320754716981
776,141280,776,0.5915384320364938,0.0,0.8379629629629629
777,141409,777,1.0638890600283777,0.0,0.6974789915966386
778,141698,778,0.7279088173429424,0.0,0.7958333333333333
779,141803,779,0.34318886474587146,0.0,0.875
780,141884,780,0.23287937903994502,0.0,0.8666666666666667
781,142213,781,1.4783518875210955,0.0,0.6168831168831169
782,142414,782,0.8990953001317061,0.0,0.7441860465116279
783,142551,783,0.6315237764820694,0.0,0.7920792079207921
784,142896,784,0.8703444964495256,0.0,0.7159090909090909
785,143225,785,0.8822207860157397,0.0,0.6926829268292682
786,143354,786,0.6799497589581994,0.0,0.7634408602150538
787,143683,787,1.111541017434937,0.0,0.7183098591549296
788,143868,788,0.19722065956183785,0.0,0.8942307692307693
789,144005,789,0.6676463452478454,0.0,0.7927927927927928
790,144086,790,0.6568618559428134,0.0,0.7407407407407407
791,144167,791,0.6747175687877992,0.0,0.7368421052631579
792,144232,792,0.6939224398413157,0.0,0.8
793,144425,793,0.9175496832776903,0.0,0.7023809523809523
794,144634,794,0.5689920220120973,0.0,0.8387096774193549
795,144907,795,0.8717418805102638,0.0,0.751937984496124
796,145092,796,0.7011191041259999,0.0,0.7142857142857143
797,145397,797,0.6077181951397055,0.0,0.7803030303030303
798,145494,798,0.4986496936095437,0.0,0.8414634146341463
799,145655,799,0.4747755382706433,0.0,0.8524590163934426
800,146000,800,1.3059862304592111,0.0,0.6689895470383276
801,146057,801,0.4733779750485512,0.0,0.7407407407407407
802,146370,802,0.07545043997169769,0.0,0.9890909090909091
803,146435,803,0.16780031391648664,0.0,0.875
804,146572,804,0.9771288840479488,0.0,0.5783132530120482
805,147141,805,0.7434544371923845,0.0,0.6963350785340314
806,147342,806,0.46779863272071764,0.0,0.8099173553719008
807,147479,807,0.5339697586178755,0.0,0.8285714285714286
808,147616,808,0.7915446651027128,0.0,0.6590909090909091
809,147713,809,0.35737041924155905,0.0,0.8085106382978723
810,147850,810,0.5776118667690145,0.0,0.794392523364486
811,148035,811,0.6831557535784858,0.0,0.7394366197183099
812,148132,812,0.016983595921425735,1.0,1.0
813,148245,813,1.1183315779582532,0.0,0.6790123456790124
814,148350,814,0.2059228915432776,0.0,0.9240506329113924
815,148775,815,1.4354483760960728,0.0,0.6745406824146981
816,149144,816,0.14806088328670036,0.0,0.9686411149825784
817,149305,817,0.20715858046306398,0.0,0.9313725490196079
818,149394,818,0.0745728749983885,0.0,0.9692307692307692
819,149595,819,0.3159709998462011,0.0,0.8151260504201681
820,149692,820,0.26209997650152056,0.0,0.9016393442622951
821,149773,821,0.548679554396837,0.0,0.8305084745762712
822,149854,822,0.45850765648772795,0.0,0.7450980392156863
823,149951,823,0.5334236626127926,0.0,0.7391304347826086
824,150136,824,1.4608491676282653,0.0,0.6158940397350994
825,150273,825,1.4957169134804993,0.0,0.5922330097087378
826,150322,826,0.5542890075449326,0.0,0.7666666666666667
827,150907,827,1.0718622835751612,0.0,0.7351351351351352
828,150964,828,0.6871322675088557,0.0,0.7692307692307693
829,151325,829,0.8292105827762768,0.0,0.725
830,151558,830,1.028609281480594,0.0,0.64
831,151927,831,0.5822385225611272,0.0,0.7543103448275862
832,152088,832,0.9646145863252639,0.0,0.7553956834532374
833,152313,833,0.3648485439186513,0.0,0.8774193548387097
834,152578,834,0.5512259050426009,0.0,0.7368421052631579
835,152667,835,0.5504099608357184,0.0,0.803921568627451
836,152892,836,0.8999800425971453,0.0,0.7236180904522613
837,153093,837,1.8162866102162145,0.0,0.5636363636363636
838,153406,838,0.8052994497301977,0.0,0.6826923076923077
839,153783,839,1.0559612877330478,0.0,0.7038327526132404
840,153912,840,0.18446429936449715,0.0,0.9069767441860465
841,153969,841,0.301127376386829,0.0,0.8529411764705882
842,154154,842,1.8183290856533942,0.0,0.5194805194805194
843,154235,843,0.5737869634232265,0.0,0.7857142857142857
844,154300,844,0.4434955699216164,0.0,0.7941176470588235
845,154549,845,0.2616676838314653,0.0,0.9278846153846154
846,154598,846,0.6451842873121418,0.0,0.7272727272727273
847,154679,847,1.0141919166488755,0.0,0.7076923076923077
848,154832,848,1.2315729312400243,0.0,0.6666666666666666
849,155097,849,1.271350616175248,0.0,0.6814159292035398
850,155234,850,0.1421104493826785,0.0,0.9560439560439561
851,155347,851,0.9153673931392228,0.0,0.75
852,155460,852,0.29984039522440836,0.0,0.8923076923076924
853,155525,853,0.5296253037629151,0.0,0.8222222222222222
854,155670,854,0.6100470342326877,0.0,0.7966101694915254
855,155807,855,0.3508816830167516,0.0,0.8518518518518519
856,155984,856,0.48306977720443967,0.0,0.8135593220338984
857,156145,857,0.5653232742402736,0.0,0.8059701492537313
858,156482,858,1.4266472870978575,0.0,0.6305732484076433
859,156627,859,0.4547465699252835,0.0,0.8155339805825242
860,156724,860,0.8720108589543029,0.0,0.6923076923076923
861,156861,861,0.20513136234707807,0.0,0.8656716417910447
862,157134,862,0.1509270051391089,0.0,0.9473684210526315
863,157279,863,0.5603646057357845,0.0,0.7311827956989247
864,157440,864,1.1787455678134091,0.0,0.6691176470588235
865,157801,865,0.7237549331170873,0.0,0.7361563517915309
866,158002,866,0.48017138519649494,0.0,0.7583333333333333
867,158147,867,0.8451354157945419,0.0,0.6630434782608695
868,158348,868,0.9907377857699678,0.0,0.6987179487179487
869,158477,869,0.8723979629907731,0.0,0.6781609195402298
870,158910,870,0.7305771344753453,0.0,0.7465564738292011
871,158967,871,0.8799159918070607,0.0,0.6842105263157895
872,159048,872,0.7482205461358528,0.0,0.8035714285714286
873,159345,873,1.1033886210749113,0.0,0.6866952789699571
874,159538,874,0.5089748223254915,0.0,0.8244274809160306
875,159747,875,0.7771858991887103,0.0,0.8092485549132948
876,159852,876,0.5822027901503395,0.0,0.7468354430379747
877,159933,877,0.2927712979708967,0.0,0.8888888888888888
878,159982,878,0.39014092976607495,0.0,0.8333333333333334
879,160111,879,0.41732092443835056,0.0,0.8117647058823529
880,160272,880,0.017512241654966773,1.0,1.0
881,160625,881,0.01894871454290627,1.0,1.0
882,160826,882,0.8493206898872038,0.0,0.768361581920904
883,161035,883,0.7973668311121469,0.0,0.8232044198895028
884,161340,884,0.08386989670765077,0.0,0.9782608695652174
885,161405,885,0.7351717201809879,0.0,0.6578947368421053
886,161790,886,0.018961732361996088,0.0,0.9963235294117647
887,162135,887,1.174171425244687,0.0,0.686411149825784
888,162232,888,1.1360878447281904,0.0,0.647887323943662
889,162457,889,0.7334394097234092,0.0,0.7587939698492462
890,162714,890,1.3964912544541832,0.0,0.6694915254237288
891,162811,891,0.553477337412388,0.0,0.7681159420289855
892,163084,892,0.716468181783237,0.0,0.7751937984496124
893,163229,893,0.4501960689978045,0.0,0.8279569892473119
894,163302,894,0.6099549260909134,0.0,0.7317073170731707
895,163383,895,0.35101890087343784,0.0,0.8958333333333334
896,163720,896,0.7284913171012309,0.0,0.7794117647058824
897,163801,897,0.1813942187973473,0.0,0.9285714285714286
898,164002,898,0.6578278282411628,0.0,0.7849462365591398
899,164251,899,0.2983158478793319,0.0,0.8838709677419355
900,164564,900,0.06429867102797983,0.0,0.9893617021276596
901,165133,901,0.6545976507535437,0.0,0.7303664921465969
902,165294,902,0.7218319831746594,0.0,0.725
903,165343,903,0.020765761057144512,1.0,1.0
904,165808,904,1.268749780622953,0.0,0.6567901234567901
905,165905,905,0.6197944749428514,0.0,0.7714285714285715
906,166226,906,0.20212117453642564,0.0,0.962457337883959
907,166283,907,0.14968318705363806,0.0,0.9705882352941176
908,166364,908,0.42543553287192765,0.0,0.8518518518518519
909,166557,909,1.1301335444548735,0.0,0.6516129032258065
910,166870,910,0.48504468244404797,0.0,0.8075117370892019
911,167039,911,0.39340994530678297,0.0,0.8728813559322034
912,167136,912,0.2335187401029051,0.0,0.9206349206349206
913,167201,913,0.2897888164914786,0.0,0.9
914,167586,914,0.14619653965724966,0.0,0.9655172413793104
915,168019,915,0.812569909885934,0.0,0.7313432835820896
916,168076,916,0.6679970166230191,0.0,0.8157894736842105
917,168157,917,0.4359630786052776,0.0,0.8421052631578947
918,168342,918,0.07635267305905115,0.0,0.9711538461538461
919,168503,919,1.0264916887336186,0.0,0.7205882352941176
920,168744,920,0.18158280952827704,0.0,0.9521531100478469
921,170089,921,1.7253143883005924,0.0,0.5779816513761468
922,170146,922,0.3285717267258016,0.0,0.7857142857142857
923,170419,923,1.1558626702982986,0.0,0.6484018264840182
924,170588,924,0.9452447480213813,0.0,0.7142857142857143
925,170885,925,0.9918759368620973,0.0,0.7081545064377682
926,171102,926,0.7189386046645005,0.0,0.7483443708609272
927,171191,927,0.1698881606148472,0.0,0.9285714285714286
928,171288,928,0.7084707561952897,0.0,0.7076923076923077
929,171425,929,0.42658780138452757,0.0,0.8828828828828829
930,171498,930,0.2139245409658219,0.0,0.9024390243902439
931,171859,931,0.07288119867910692,0.0,0.9698492462311558
932,171948,932,0.25124915117855834,0.0,0.9130434782608695
933,172061,933,0.21446653232315505,0.0,0.9404761904761905
934,172166,934,0.42056095104923064,0.0,0.8481012658227848
935,172335,935,0.16408964275145355,0.0,0.9482758620689655
936,172560,936,0.24324161993419283,0.0,0.9358288770053476
937,172665,937,0.759040186716328,0.0,0.7101449275362319
938,172730,938,0.1282988337553947,0.0,0.975
939,172891,939,0.7968062377043774,0.0,0.7913669064748201
940,172972,940,0.02926751570668054,1.0,1.0
941,173109,941,1.3661605377789172,0.0,0.6504854368932039
942,173214,942,0.4153964968149692,0.0,0.8292682926829268
943,173295,943,0.2898434291726068,0.0,0.859375
944,173480,944,0.5069877300997194,0.0,0.795774647887324
945,173545,945,0.35899025748084856,0.0,0.8888888888888888
946,173858,946,0.04984979885245888,0.0,0.9927272727272727
947,174035,947,0.3534094227330422,0.0,0.8728813559322034
948,174292,948,1.2907541253941277,0.0,0.6652173913043479
949,174725,949,0.9598171385069223,0.0,0.7368421052631579
950,174782,950,0.47791878340413707,0.0,0.7948717948717948
951,174991,951,0.4348295036653542,0.0,0.8774193548387097
952,175104,952,0.17704772773528538,0.0,0.9672131147540983
953,175529,953,1.2769286411021616,0.0,0.7007874015748031
954,175586,954,0.2899059083629579,0.0,0.8709677419354839
955,175771,955,1.2907555147815026,0.0,0.6622516556291391
956,175900,956,0.7934781484701776,0.0,0.7983193277310925
957,176053,957,0.6345798871857502,0.0,0.7565217391304347
958,176198,958,0.710947292886601,0.0,0.6847826086956522
959,176559,959,0.608640091291344,0.0,0.7719869706840391
960,176712,960,0.6716068962610725,0.0,0.75
961,176889,961,0.8070581412123318,0.0,0.7655172413793103
962,177010,962,0.24836295076511655,0.0,0.9102564102564102
963,177267,963,1.2682089415451197,0.0,0.6342592592592593
964,177356,964,0.7019977651388022,0.0,0.7671232876712328
965,177453,965,0.014286913995580098,1.0,1.0
966,177550,966,0.15668754200862892,0.0,0.9672131147540983
967,177743,967,0.43252259389333936,0.0,0.8396946564885496
968,177936,968,0.7601573261286307,0.0,0.75
969,178161,969,0.4941248407164412,0.0,0.8258426966292135
970,178266,970,0.1043232352053685,0.0,0.9558823529411765
971,178379,971,0.6554741821789073,0.0,0.8554216867469879
972,178484,972,0.3778010101165756,0.0,0.8674698795180723
973,178621,973,0.38808758474560356,0.0,0.8504672897196262
974,178718,974,0.21939262119353278,0.0,0.8793103448275862
975,178863,975,0.33691843274144273,0.0,0.8543689320388349
976,179016,976,0.07010329437088926,0.0,0.9903846153846154
977,179177,977,0.6330085873988938,0.0,0.8296296296296296
978,179306,978,0.7148294920893892,0.0,0.735632183908046
979,179435,979,0.40608937187354277,0.0,0.8295454545454546
980,179580,980,0.4869964571579301,0.0,0.8653846153846154
981,179877,981,0.843230385857433,0.0,0.7423076923076923
