step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
117,19557,117,0.6963679642790936,0.0,0.7538461538461538
118,19614,118,1.2834291825428539,0.0,0.4642857142857143
119,19775,119,0.7723070042675972,0.0,0.6862745098039216
120,19912,120,1.194534683764034,0.0,0.594059405940594
121,20217,121,1.0313790704138064,0.0,0.7562724014336918
122,20402,122,0.5059138976073376,0.0,0.7884615384615384
123,20979,123,1.570631766726759,0.0,0.6188679245283019
124,21252,124,1.6871306214925608,0.0,0.5707762557077626
125,21309,125,1.1032869887230066,0.0,0.6578947368421053
126,21470,126,0.9828082709559276,0.0,0.6639344262295082
127,22815,127,2.0067360777334544,0.0,0.5298165137614679
128,22896,128,1.135808970265298,0.0,0.671875
129,22985,129,1.5561082757660287,0.0,0.4745762711864407
130,23122,130,1.3487297857164573,0.0,0.6382978723404256
131,23315,131,0.9194119214830849,0.0,0.6311475409836066
132,23436,132,0.7430679555005724,0.0,0.7564102564102564
133,23517,133,0.8326027926315729,0.0,0.7846153846153846
134,23750,134,1.0721977671848284,0.0,0.62
135,23855,135,0.763287254873324,0.0,0.7468354430379747
136,23952,136,0.6990288772546803,0.0,0.7540983606557377
137,24025,137,1.4287331966628294,0.0,0.5121951219512195
138,24170,138,1.1641161830731956,0.0,0.7033898305084746
139,24515,139,1.63276517843405,0.0,0.5853658536585366
140,24908,140,1.7488989274334465,0.0,0.5275080906148867
141,25205,141,1.628362759855329,0.0,0.5665236051502146
142,25278,142,0.702471272884092,0.0,0.625
143,25479,143,1.5008620776327763,0.0,0.6046511627906976
144,25616,144,0.5081302748468015,0.0,0.7875
145,25817,145,1.581801596682513,0.0,0.5932203389830508
146,26082,146,0.9374919482332217,0.0,0.6090225563909775
147,26259,147,1.6514731546557944,0.0,0.5506329113924051
148,26428,148,1.6502214116691971,0.0,0.5895522388059702
149,26533,149,0.6914803122886589,0.0,0.75
150,26670,150,0.5792594270651406,0.0,0.7802197802197802
151,26735,151,1.2388235905264444,0.0,0.6666666666666666
152,26848,152,1.8423756741657857,0.0,0.6086956521739131
153,27217,153,0.836566412125757,0.0,0.7177700348432056
154,27298,154,1.141468721221125,0.0,0.6271186440677966
155,27491,155,1.9809199584131572,0.0,0.4779874213836478
156,27588,156,1.4729519740967103,0.0,0.5526315789473685
157,27709,157,0.7350825924737412,0.0,0.735632183908046
158,27862,158,0.7432215280344031,0.0,0.7264150943396226
159,27999,159,1.477796060292062,0.0,0.4943820224719101
160,28064,160,0.734332979144815,0.0,0.725
161,28209,161,0.9794855279381863,0.0,0.6451612903225806
162,28434,162,1.8029707675761748,0.0,0.5794871794871795
163,28579,163,1.1366033384031489,0.0,0.6413043478260869
164,28676,164,0.4913354805459357,0.0,0.8032786885245902
165,28773,165,0.7590194038969031,0.0,0.7446808510638298
166,28862,166,0.7253064729835056,0.0,0.7543859649122807
167,29023,167,1.7572310187008662,0.0,0.5147058823529411
168,29080,168,0.8142796079353555,0.0,0.7058823529411765
169,29177,169,1.237191042661458,0.0,0.6551724137931034
170,29426,170,0.7565504324855248,0.0,0.7692307692307693
171,29755,171,1.6676166515215318,0.0,0.5950704225352113
172,29860,172,0.8211409730834959,0.0,0.7341772151898734
173,30093,173,1.487207486009907,0.0,0.52
174,30246,174,0.563869204738108,0.0,0.8173076923076923
175,30631,175,0.8645197843701551,0.0,0.7492163009404389
176,30744,176,1.6948943121962032,0.0,0.6172839506172839
177,30825,177,2.0786779674857243,0.0,0.5692307692307692
178,31002,178,1.4759550893946454,0.0,0.5564516129032258
179,31195,179,1.8865786383684524,0.0,0.5419354838709678
180,31252,180,1.2361288119859195,0.0,0.45161290322580644
181,31429,181,1.5212210531740677,0.0,0.5793103448275863
182,31550,182,1.0611841255632535,0.0,0.5774647887323944
183,31823,183,1.1899902920418657,0.0,0.6753246753246753
184,31888,184,2.0679044845321912,0.0,0.3684210526315789
185,32345,185,1.85194631380176,0.0,0.580046403712297
186,32442,186,0.3854422988786943,0.0,0.9016393442622951
187,32531,187,0.8537226418377197,0.0,0.6521739130434783
188,32684,188,1.3743824182712627,0.0,0.5652173913043478
189,32749,189,0.9879744225015316,0.0,0.6341463414634146
190,32894,190,0.9803651658133962,0.0,0.7281553398058253
191,33183,191,1.1695353715408459,0.0,0.6791666666666667
192,33288,192,0.2795994080595497,0.0,0.8688524590163934
193,33705,193,1.9607979615614926,0.0,0.5372340425531915
194,33810,194,1.1037332847247565,0.0,0.6962025316455697
195,33891,195,0.9828853188872689,0.0,0.6296296296296297
196,33956,196,0.7296821738984408,0.0,0.78125
197,34133,197,1.3752313023257838,0.0,0.5785123966942148
198,34486,198,0.6835650568673775,0.0,0.7935943060498221
199,34607,199,0.7556886403397355,0.0,0.7261904761904762
200,34888,200,1.0695817698175565,0.0,0.6395939086294417
201,35321,201,1.2530360746943636,0.0,0.6198347107438017
202,35786,202,1.8313620583315933,0.0,0.5703703703703704
203,36171,203,0.5005751907195483,0.0,0.8272058823529411
204,36356,204,1.18736831399562,0.0,0.6439393939393939
205,36453,205,1.620360534464794,0.0,0.5285714285714286
206,36550,206,1.3501309319116017,0.0,0.6219512195121951
207,36831,207,1.68032311347081,0.0,0.5324675324675324
208,36992,208,0.69778219307759,0.0,0.7735849056603774
209,37297,209,1.138855710690066,0.0,0.6515151515151515
210,37458,210,1.0532602018562407,0.0,0.6940298507462687
211,37587,211,0.5958841294714159,0.0,0.7446808510638298
212,37748,212,1.4466521771487346,0.0,0.5666666666666667
213,37901,213,0.5018498642956384,0.0,0.7924528301886793
214,38126,214,1.1318529859701616,0.0,0.6685393258426966
215,38239,215,1.7245441293099026,0.0,0.5555555555555556
216,38360,216,1.5322083902583037,0.0,0.5894736842105263
217,38425,217,1.5147551954355913,0.0,0.5142857142857142
218,38818,218,0.9376284823796825,0.0,0.631578947368421
219,38891,219,1.2312586740311882,0.0,0.5609756097560976
220,39236,220,0.7034167249296926,0.0,0.675
221,39541,221,0.748710587051132,0.0,0.8007246376811594
222,39742,222,0.733089164387915,0.0,0.6890756302521008
223,39879,223,1.1670417747593251,0.0,0.7207207207207207
224,40192,224,1.1710125839224512,0.0,0.625
225,40321,225,0.9327273650126029,0.0,0.5882352941176471
226,40690,226,0.9902069007027468,0.0,0.5953488372093023
227,40803,227,1.4721867496803824,0.0,0.5421686746987951
228,40892,228,0.7179077169945428,0.0,0.75
229,41061,229,1.6397126308998615,0.0,0.5714285714285714
230,41214,230,0.5190863249391403,0.0,0.7901234567901234
231,41311,231,0.711669092188196,0.0,0.7619047619047619
232,41384,232,0.8877232077949034,0.0,0.7021276595744681
233,41441,233,0.6431688264536206,0.0,0.6923076923076923
234,41578,234,1.3807881367988804,0.0,0.5
235,41995,235,1.605424506769355,0.0,0.5880758807588076
236,42220,236,0.7158433695311148,0.0,0.7677419354838709
237,42453,237,2.1421846846157897,0.0,0.5170731707317073
238,42670,238,1.3703520409259975,0.0,0.5960264900662252
239,42855,239,1.1818090490324793,0.0,0.6165413533834586
240,42960,240,1.1411116352701915,0.0,0.5370370370370371
241,43097,241,0.7657900372016828,0.0,0.6666666666666666
242,43162,242,0.629403224912894,0.0,0.5
243,43243,243,1.1992562694142834,0.0,0.6458333333333334
244,43340,244,0.5901031485060897,0.0,0.7413793103448276
245,43661,245,0.9371270836180102,0.0,0.6197183098591549
246,43838,246,2.339506135382471,0.0,0.46540880503144655
247,44183,247,1.2700999090322533,0.0,0.6287878787878788
248,44336,248,1.3206255425681361,0.0,0.5535714285714286
249,44521,249,2.3029847858770296,0.0,0.44155844155844154
250,44794,250,0.5580157799044777,0.0,0.75
251,44851,251,1.25393415323126,0.0,0.41935483870967744
252,45028,252,1.1392936048254796,0.0,0.5517241379310345
253,45237,253,1.284376941029832,0.0,0.6705202312138728
254,46054,254,0.9227151670911049,0.0,0.6836158192090396
255,46111,255,1.04661041095013,0.0,0.37037037037037035
256,46280,256,0.7570783320066812,0.0,0.7090909090909091
257,46553,257,1.3992171315764852,0.0,0.6550387596899225
258,46866,258,0.9194625529822458,0.0,0.6619718309859155
259,46987,259,1.3794179959088415,0.0,0.6831683168316832
260,47260,260,1.496894304806076,0.0,0.5747663551401869
261,47621,261,1.1886866020265274,0.0,0.6482084690553745
262,47726,262,0.856361252236064,0.0,0.6875
263,47831,263,0.6983578598684514,0.0,0.7424242424242424
264,47984,264,0.5674126723396189,0.0,0.7872340425531915
265,48153,265,0.5954289654202297,0.0,0.7931034482758621
266,48242,266,1.7984279833002645,0.0,0.4657534246575342
267,48323,267,1.5426059130349241,0.0,0.5357142857142857
268,48388,268,1.4695199039124385,0.0,0.6
269,48477,269,1.0463332184669707,0.0,0.6862745098039216
270,48614,270,0.7788072742611766,0.0,0.7325581395348837
271,48807,271,1.3278139601811945,0.0,0.5535714285714286
272,49008,272,2.136950751204364,0.0,0.4909090909090909
273,49201,273,0.8647392034901734,0.0,0.6870229007633588
274,49290,274,0.5593845586678882,0.0,0.8615384615384616
275,49659,275,0.9317283982476905,0.0,0.6767241379310345
276,49756,276,0.5185293361984562,0.0,0.8181818181818182
277,50029,277,0.7821406612299588,0.0,0.6608187134502924
278,50110,278,1.177006956216008,0.0,0.625
279,50175,279,1.3292394319254481,0.0,0.45161290322580644
280,50432,280,1.7844084710648795,0.0,0.5695652173913044
281,50633,281,1.3787378267537473,0.0,0.6505376344086021
282,50802,282,1.1080221160720676,0.0,0.6779661016949152
283,51003,283,1.4261152156801598,0.0,0.5897435897435898
284,51108,284,1.2046540356218949,0.0,0.6582278481012658
285,51293,285,0.6657908993549648,0.0,0.8
286,51390,286,0.3399015359236728,0.0,0.8524590163934426
287,51503,287,1.0147193340796756,0.0,0.6764705882352942
288,51936,288,1.2121748235151715,0.0,0.6716417910447762
289,52505,289,0.9749604450072291,0.0,0.6387434554973822
290,53090,290,1.5218364132867042,0.0,0.6306306306306306
291,53179,291,1.0173186550351354,0.0,0.75
292,53284,292,2.1540374702325495,0.0,0.5185185185185185
293,53717,293,0.9859630829336989,0.0,0.7024793388429752
294,53902,294,1.6990603113429819,0.0,0.5827814569536424
295,54015,295,0.9633835513843068,0.0,0.6585365853658537
296,54136,296,1.2852911156221465,0.0,0.6631578947368421
297,54257,297,1.0023709853557934,0.0,0.7326732673267327
298,54322,298,0.9222652815354377,0.0,0.5945945945945946
299,54427,299,0.17078634447590402,0.0,0.9344262295081968
300,54636,300,1.2953622695814389,0.0,0.7348066298342542
301,54861,301,1.5823330275210064,0.0,0.5846153846153846
302,54998,302,0.328720459183402,0.0,0.875
303,55063,303,0.8525655080470051,0.0,0.7111111111111111
304,55496,304,1.0340044866666334,0.0,0.7014925373134329
305,55833,305,1.0832822009204326,0.0,0.6764705882352942
306,56034,306,1.3290584035553925,0.0,0.6440677966101694
307,56299,307,0.7487447650638839,0.0,0.6842105263157895
308,56500,308,1.9617698135346922,0.0,0.503030303030303
309,56933,309,1.3074472719139472,0.0,0.6631578947368421
310,57006,310,0.6221044579579748,0.0,0.7142857142857143
311,57047,311,1.4623852005693772,0.0,0.5416666666666666
312,57136,312,0.5518821290209913,0.0,0.7857142857142857
313,57249,313,1.3363892687619823,0.0,0.6847826086956522
314,57442,314,0.6354470091513577,0.0,0.7480916030534351
315,57507,315,1.5454646133697314,0.0,0.3684210526315789
316,57628,316,0.5758898690680047,0.0,0.7948717948717948
317,57765,317,1.6142834789080691,0.0,0.5436893203883495
318,57950,318,0.9717834413988733,0.0,0.6818181818181818
319,58007,319,0.446059716921861,0.0,0.7692307692307693
320,58336,320,1.632707198203579,0.0,0.5811688311688312
321,59225,321,1.7260383284804945,0.0,0.6097271648873073
322,59362,322,1.2510105666153601,0.0,0.5280898876404494
323,59635,323,1.4836048163267548,0.0,0.6027397260273972
324,59732,324,0.11583972933534065,1.0,1.0
325,60053,325,0.8501942845844476,0.0,0.7713310580204779
326,60166,326,1.423616915428469,0.0,0.6049382716049383
327,60319,327,0.4144055335637902,0.0,0.851063829787234
328,60552,328,1.0330341938584704,0.0,0.6306818181818182
329,60769,329,1.151592530105482,0.0,0.6291390728476821
330,60866,330,0.10066633795385274,0.0,0.9836065573770492
331,61003,331,0.9321137251921742,0.0,0.7027027027027027
332,61428,332,1.602473722933423,0.0,0.6561679790026247
333,61509,333,0.9492140843592352,0.0,0.6222222222222222
334,61694,334,0.5294631329448821,0.0,0.8083333333333333
335,61799,335,0.9778984033466622,0.0,0.6987951807228916
336,61896,336,0.8536425623256381,0.0,0.6086956521739131
337,62193,337,1.2710908166566424,0.0,0.6384615384615384
338,62386,338,0.7032168974742352,0.0,0.7213114754098361
339,62579,339,1.143286166581662,0.0,0.6993865030674846
340,63924,340,1.9224095951320939,0.0,0.5496941896024465
341,64285,341,1.0484813646229236,0.0,0.6678571428571428
342,64454,342,1.3009196094602486,0.0,0.6268656716417911
343,64679,343,0.905119634808686,0.0,0.7191011235955056
344,64776,344,1.2134610025289718,0.0,0.5846153846153846
345,64825,345,0.9586270206994231,0.0,0.5666666666666667
346,64962,346,0.8710179816311847,0.0,0.6728971962616822
347,65139,347,1.2308140655510234,0.0,0.6198347107438017
348,65372,348,2.1783413169153585,0.0,0.5333333333333333
349,65461,349,0.3136305464825934,0.0,0.8923076923076924
350,65542,350,1.1241299906384519,0.0,0.6428571428571429
351,65855,351,0.5750644734857395,0.0,0.8368794326241135
352,65920,352,1.1839977480716333,0.0,0.46875
353,66009,353,0.5816395430561351,0.0,0.8088235294117647
354,66378,354,0.796594113279578,0.0,0.7198275862068966
355,66467,355,1.3668583718789942,0.0,0.5205479452054794
356,66548,356,0.8334823664032328,0.0,0.7288135593220338
357,66621,357,0.8263425924243832,0.0,0.6585365853658537
358,66798,358,0.8925608406912807,0.0,0.6810344827586207
359,66863,359,0.883636961111797,0.0,0.4838709677419355
360,67056,360,1.7081764625116425,0.0,0.5548387096774193
361,67113,361,1.1159501277753898,0.0,0.4666666666666667
362,67250,362,0.9195605124027154,0.0,0.693069306930693
363,67387,363,0.9165018436336787,0.0,0.6761904761904762
364,67516,364,0.503652521219633,0.0,0.8372093023255814
365,67677,365,0.883343051081185,0.0,0.6721311475409836
366,67982,366,0.4968774895501811,0.0,0.8673835125448028
367,68087,367,1.3484799725207701,0.0,0.5507246376811594
368,68392,368,0.4358920161415405,0.0,0.9202898550724637
369,68977,369,1.3796745420297458,0.0,0.6612612612612613
370,69082,370,1.7303186589987527,0.0,0.5802469135802469
371,69147,371,1.0056141333983306,0.0,0.6571428571428571
372,69284,372,0.38373997673424126,0.0,0.8059701492537313
373,69629,373,1.5104361563975,0.0,0.6132404181184669
374,69942,374,0.2556244340381654,0.0,0.9563636363636364
375,70015,375,1.0205911593166255,0.0,0.7142857142857143
376,70216,376,0.6558821324713086,0.0,0.7520661157024794
377,70329,377,0.7826924728293215,0.0,0.7857142857142857
378,70434,378,1.0047805222055426,0.0,0.7195121951219512
379,70803,379,0.26813547091466233,0.0,0.9337979094076655
380,71004,380,0.5423962166519214,0.0,0.7394957983193278
381,71317,381,0.7334200115814662,0.0,0.7316017316017316
382,71422,382,0.8874294468690557,0.0,0.7215189873417721
383,71839,383,1.7340435901187963,0.0,0.5824468085106383
384,71936,384,0.4450477241319951,0.0,0.8275862068965517
385,72009,385,1.1865728336214023,0.0,0.5365853658536586
386,72282,386,1.2653240800056862,0.0,0.6308411214953271
387,72411,387,0.8696808557484564,0.0,0.6235294117647059
388,72492,388,0.8564700143586088,0.0,0.703125
389,73061,389,0.8611427074053427,0.0,0.662303664921466
390,73166,390,0.49816112866161627,0.0,0.8354430379746836
391,73279,391,1.307268284868187,0.0,0.648936170212766
392,73608,392,1.057723613708429,0.0,0.6292682926829268
393,73673,393,0.5716310678830495,0.0,0.75
394,73794,394,1.1753969495621448,0.0,0.6702127659574468
395,73859,395,0.6554481832519422,0.0,0.8292682926829268
396,74012,396,1.5820816258462784,0.0,0.6030534351145038
397,74285,397,0.4372212551972146,0.0,0.8055555555555556
398,74406,398,0.40911255370965716,0.0,0.8505747126436781
399,74463,399,1.1246807829359022,0.0,0.6153846153846154
400,74568,400,1.1718352196841078,0.0,0.6341463414634146
401,74817,401,0.6323131562123813,0.0,0.7870967741935484
402,74874,402,0.6934490504328069,0.0,0.7631578947368421
403,75035,403,1.468308502875323,0.0,0.5808823529411765
404,75204,404,0.5951531600160697,0.0,0.7545454545454545
405,75477,405,1.1630933304835709,0.0,0.7093023255813954
406,75582,406,0.5825332188325494,0.0,0.8
407,75671,407,0.9735813798432619,0.0,0.45714285714285713
408,75736,408,0.7796600607116249,0.0,0.5588235294117647
409,75897,409,1.101850766394342,0.0,0.6888888888888889
410,75986,410,1.2553747715253156,0.0,0.5254237288135594
411,76067,411,1.0593707683964386,0.0,0.5964912280701754
412,76116,412,1.1788211765202503,0.0,0.5454545454545454
413,76341,413,0.570247345302858,0.0,0.8064516129032258
414,76422,414,0.7980957120418517,0.0,0.75
415,76783,415,0.4495892855055612,0.0,0.7989949748743719
416,76904,416,1.0344552299676142,0.0,0.673469387755102
417,77001,417,0.25491848845332393,0.0,0.9090909090909091
418,77394,418,1.5529930881548084,0.0,0.5760517799352751
419,77515,419,0.8041479213899074,0.0,0.7176470588235294
420,77980,420,1.6721655323413973,0.0,0.5925925925925926
421,78149,421,0.8575461105501745,0.0,0.7288135593220338
422,78214,422,0.25222829638515687,0.0,0.8709677419354839
423,78351,423,1.0571179940812234,0.0,0.6914893617021277
424,78728,424,1.209603681001817,0.0,0.6794425087108014
425,78825,425,1.0613030033022763,0.0,0.6710526315789473
426,78890,426,0.6678544626899543,0.0,0.7380952380952381
427,78995,427,0.9233808298987368,0.0,0.6296296296296297
428,79092,428,0.7774075730991097,0.0,0.7397260273972602
429,79229,429,1.6986131733905152,0.0,0.5436893203883495
430,79358,430,1.1225530088956885,0.0,0.6091954022988506
431,79535,431,1.2918503411027433,0.0,0.6290322580645161
432,79896,432,0.9287164677245313,0.0,0.6872964169381107
433,80033,433,0.6414800149033374,0.0,0.7441860465116279
434,80218,434,0.9740586908894788,0.0,0.6619718309859155
435,80507,435,0.92473834186167,0.0,0.7375
436,80604,436,0.46010882896866256,0.0,0.7936507936507936
437,80709,437,0.5806645218853765,0.0,0.7352941176470589
438,80838,438,1.4434975192395756,0.0,0.6050420168067226
439,80935,439,0.7067706281535477,0.0,0.7758620689655172
440,81056,440,0.7956716180756751,0.0,0.704225352112676
441,81201,441,0.957466863121697,0.0,0.6521739130434783
442,81402,442,1.0785132372985056,0.0,0.6989247311827957
443,81635,443,1.2584251070274306,0.0,0.56
444,81916,444,1.3755450641970925,0.0,0.6233766233766234
445,82037,445,0.3536568292115747,0.0,0.8676470588235294
446,82390,446,0.20321773270205729,0.0,0.9430604982206405
447,82447,447,0.8749639681121334,0.0,0.6129032258064516
448,82704,448,1.8796693936135616,0.0,0.5720338983050848
449,82817,449,0.5137807167274852,0.0,0.7692307692307693
450,82874,450,0.8491837214100607,0.0,0.6785714285714286
451,82987,451,0.7178165077679359,0.0,0.7794117647058824
452,83132,452,0.7686544465914943,0.0,0.6774193548387096
453,83461,453,1.3284357100234083,0.0,0.6795774647887324
454,83646,454,0.8995911912185802,0.0,0.6541353383458647
455,83879,455,0.8956830467712898,0.0,0.6866666666666666
456,83960,456,0.6715085834900966,0.0,0.5
457,84025,457,1.0377681400577377,0.0,0.72
458,84274,458,0.8707736198218651,0.0,0.8009259259259259
459,84427,459,0.28349974391942573,0.0,0.9230769230769231
460,84500,460,0.6028430423148065,0.0,0.7446808510638298
461,84597,461,0.6604585434726672,0.0,0.7333333333333333
462,84910,462,1.0548152389542453,0.0,0.6298076923076923
463,85255,463,0.3912035501831671,0.0,0.825
464,85400,464,0.9078169665144253,0.0,0.7542372881355932
465,85601,465,1.2405902569801845,0.0,0.6282051282051282
466,85754,466,1.525262545196599,0.0,0.6260162601626016
467,85979,467,0.9212273582879775,0.0,0.7379679144385026
468,86156,468,1.1203254678957943,0.0,0.6384615384615384
469,86253,469,1.7468897453624428,0.0,0.4647887323943662
470,86558,470,2.0530909041824223,0.0,0.5418181818181819
471,86951,471,0.743956025158642,0.0,0.6954887218045113
472,87336,472,0.1632361680358357,0.0,0.9485294117647058
473,87393,473,0.793815402054627,0.0,0.6129032258064516
474,87450,474,1.0744105550391603,0.0,0.631578947368421
475,87547,475,0.5305582517845854,0.0,0.8085106382978723
476,87676,476,0.8427786886555197,0.0,0.7045454545454546
477,87773,477,0.11207605181378577,0.0,0.9836065573770492
478,87982,478,0.8032694794610067,0.0,0.7225806451612903
479,88095,479,1.3284652647683144,0.0,0.6161616161616161
480,88248,480,0.3450581534421623,0.0,0.8301886792452831
481,88329,481,0.9415609738530839,0.0,0.7037037037037037
482,88650,482,0.49233873130387223,0.0,0.8215962441314554
483,89067,483,1.2592727096372405,0.0,0.6558265582655827
484,89308,484,0.6352059790383582,0.0,0.8086124401913876
485,89501,485,1.6860559071588885,0.0,0.5534591194968553
486,89726,486,0.8288095357449657,0.0,0.6595744680851063
487,90071,487,1.101465266337711,0.0,0.678030303030303
488,90320,488,0.48921304843052055,0.0,0.8221153846153846
489,90529,489,1.0264625741671058,0.0,0.7283236994219653
